"","Family","Species_name","Genus","F_mass","M_mass","F_tail","M_tail","Clutch_size","Mating_System","Display","Resource"
"959","60","Columba sjostedti","Columba",NA,NA,NA,NA,NA,NA,NA,NA
"960","60","Columba speciosa","Columba",NA,NA,NA,NA,NA,"2",NA,NA
"961","60","Columba thomensis","Columba",350,525,NA,NA,NA,NA,NA,NA
"962","60","Columba trocaz","Columba",NA,NA,173,178,1,NA,"1","0"
"963","60","Columba unicincta","Columba",358,423,114,118,1,NA,NA,NA
"964","60","Columbina inca","Columbina",NA,NA,NA,NA,2,NA,NA,NA
"965","60","Columbina passerina","Columbina",NA,NA,55.6,56.5,2,"2","2","1"
"966","60","Columbina talpacoti","Columbina",NA,NA,NA,NA,NA,"2",NA,NA
"967","115","Conopophila albogularis","Conopophila",11.1,11.9,NA,NA,2.14,"2",NA,"2"
"968","115","Conopophila rufogularis","Conopophila",10.6,11,NA,NA,2.5,"2","1","1"
"969","115","Conopophila whitei","Conopophila",10.2,9.6,NA,NA,2,NA,NA,NA
"970","105","Contopus borealis","Contopus",31.9,34.5,NA,NA,NA,"2",NA,NA
"971","105","Contopus pertinax","Contopus",NA,NA,101.3,107,3.27,NA,NA,"1"
"972","105","Contopus sordidulus","Contopus",12.2,12.8,68,65,3.02,"2",NA,NA
"973","105","Contopus virens","Contopus",NA,NA,63.5,65.7,3,"2","2","0"
"974","29","Coracias abyssinica","Coracias",NA,NA,134,128,4,NA,NA,NA
"975","29","Coracias caudata","Coracias",104,109,109,111,2.5,NA,NA,NA
"976","29","Coracias cyanogaster","Coracias",142,142,105,113,NA,NA,NA,NA
"977","29","Coracias garrulus","Coracias",148,146,117,119,4.5,NA,"3","1"
"978","29","Coracias naevia","Coracias",168,168,129,132,3,NA,NA,NA
"979","29","Coracias spatulata","Coracias",NA,111,141.5,139,NA,NA,NA,NA
"980","123","Coracina azurea","Coracina",46.6,46,NA,NA,NA,NA,NA,NA
"981","123","Coracina boyeri","Coracina",NA,NA,NA,NA,NA,"2",NA,NA
"982","123","Coracina caeruleogrisea","Coracina",NA,NA,NA,NA,NA,"2",NA,NA
"983","123","Coracina caesia","Coracina",NA,NA,NA,NA,NA,NA,NA,NA
"984","123","Coracina longicauda","Coracina",NA,NA,NA,NA,NA,"2",NA,NA
"985","123","Coracina montana","Coracina",NA,NA,NA,NA,NA,"2",NA,NA
"986","123","Coracina novaehollandiae","Coracina",112.2,119.6,NA,NA,NA,"2",NA,NA
"987","123","Coracina papuensis","Coracina",73.5,71.6,NA,NA,NA,"2",NA,NA
"988","123","Coracina pectoralis","Coracina",NA,53.5,NA,NA,NA,NA,NA,NA
"989","123","Coracina tenuirostris","Coracina",NA,NA,NA,NA,NA,"2",NA,NA
"990","96","Coragyps atratus","Coragyps",2035.5,2159,178.8,182.3,2,NA,"3","1"
"991","111","Cormobates leucophaeus","Cormobates",22.8,22.4,64.4,65.6,2.5,"2","1","2"
"992","121","Corvinella corvina","Corvinella",NA,NA,NA,NA,4,NA,NA,"0"
"993","121","Corvinella melanoleuca","Corvinella",82.4,82.3,NA,NA,NA,NA,NA,NA
"994","123","Corvus albicollis","Corvus",873,1011,169,177,3.8,NA,"3","1"
"995","123","Corvus albus","Corvus",494,590.5,188,187,4.1,NA,"1","1"
"996","123","Corvus brachyrhynchos","Corvus",376.4,423,NA,NA,4.68,"2",NA,"2"
"997","123","Corvus capensis","Corvus",490,612,184,202,3.5,NA,"3","2"
"998","123","Corvus caurinus","Corvus",364,410,142.2,153.1,4.02,NA,NA,"0"
"999","123","Corvus corax","Corvus",1147.1,1254,209,214,4.1,"2",NA,"2"
"1000","123","Corvus corone","Corvus",512,577,172,181,4.5,"2","3","2"
"1001","123","Corvus coronoides","Corvus",NA,NA,NA,NA,NA,"2",NA,NA
"1002","123","Corvus crassirostris","Corvus",1135,NA,250.5,253,4,NA,"1","1"
"1003","123","Corvus cryptoleucus","Corvus",512,556,208,214,4.87,NA,NA,"0"
"1004","123","Corvus dauuricus","Corvus",191,218,119.1,128.5,NA,NA,NA,NA
"1005","123","Corvus frugilegus","Corvus",418,489,167,170,4,"2","3","0"
"1006","123","Corvus hawaiiensis","Corvus",485,555,NA,NA,2.8,NA,"3",NA
"1007","123","Corvus mellori","Corvus",58.2,62,NA,NA,NA,"2",NA,NA
"1008","123","Corvus monedula","Corvus",215,234,129,131,4.5,"2","3","0"
"1009","123","Corvus ossifragus","Corvus",270.2,299.9,148.5,156,4.5,NA,NA,"1"
"1010","123","Corvus rhipidurus","Corvus",587.5,705,153,161,4.5,NA,"4","1"
"1011","123","Corvus ruficollis","Corvus",700,782.5,205,206,4,NA,"4",NA
"1012","123","Corvus splendens","Corvus",270,317,159,166,3.9,"2",NA,"0"
"1013","49","Corythaeola cristata","Corythaeola",981,903,371,350,2,NA,"3","0"
"1014","49","Corythaixoides concolor","Corythaixoides",269,268,NA,NA,2.6,NA,"1","1"
"1015","49","Corythaixoides leucogaster","Corythaixoides",236,197.5,NA,NA,NA,NA,NA,NA
"1016","49","Corythaixoides personatus","Corythaixoides",NA,NA,250,258,2.5,NA,NA,"1"
"1017","14","Coscoroba coscoroba","Coscoroba",3800,4600,NA,NA,NA,NA,NA,NA
"1018","129","Cosmopsarus regius","Cosmopsarus",43,62,NA,NA,NA,NA,NA,NA
"1019","129","Cosmopsarus unicolor","Cosmopsarus",62,60.2,NA,NA,NA,NA,NA,NA
"1020","128","Cossypha albicapilla","Cossypha",NA,NA,NA,NA,NA,NA,NA,NA
"1021","128","Cossypha anomala","Cossypha",23.8,26.9,NA,NA,NA,NA,NA,NA
"1022","128","Cossypha archeri","Cossypha",23.5,22.5,NA,NA,NA,NA,NA,NA
"1023","128","Cossypha caffra","Cossypha",28,28.9,NA,NA,NA,NA,NA,NA
"1024","128","Cossypha cyanocampter","Cossypha",29,30.6,NA,NA,NA,NA,NA,NA
"1025","128","Cossypha dichroa","Cossypha",44.1,47.6,NA,NA,NA,NA,NA,NA
"1026","128","Cossypha heinrichi","Cossypha",56,65,NA,NA,NA,NA,NA,NA
"1027","128","Cossypha heuglini","Cossypha",32.3,37.5,NA,NA,NA,NA,NA,NA
"1028","128","Cossypha humeralis","Cossypha",20.1,22.4,NA,NA,NA,NA,NA,NA
"1029","128","Cossypha isabellae","Cossypha",NA,NA,NA,NA,NA,NA,NA,NA
"1030","128","Cossypha natalensis","Cossypha",28.7,31.5,NA,NA,NA,NA,NA,NA
"1031","128","Cossypha niveicapilla","Cossypha",NA,NA,NA,NA,NA,NA,NA,NA
"1032","128","Cossypha polioptera","Cossypha",16,18.5,NA,NA,NA,NA,NA,NA
"1033","128","Cossypha roberti","Cossypha",NA,NA,NA,NA,NA,NA,NA,NA
"1034","128","Cossypha semirufa","Cossypha",NA,NA,NA,NA,NA,NA,NA,NA
"1035","105","Cotinga amabilis","Cotinga",69.8,74,NA,NA,NA,"5",NA,NA
"1036","69","Coturnicops noveboracensis","Coturnicops",52.2,59.2,32.2,32.7,8.03,NA,"1",NA
"1037","8","Coturnix chinensis","Coturnix",35.6,41,NA,NA,6.5,"2","1",NA
"1038","8","Coturnix coturnix","Coturnix",103,94.5,39,36.5,10.5,"2","1","0"
"1039","8","Coturnix delegorguei","Coturnix",78.5,72.4,NA,NA,6,NA,"1",NA
"1040","8","Coturnix pectoralis","Coturnix",106,97.9,34.3,33,7.6,"2","1",NA
"1041","8","Coturnix ypsilophora","Coturnix",103,98,47,45.5,7.9,"2","2",NA
"1042","123","Cracticus cassicus","Cracticus",NA,NA,NA,NA,NA,"2",NA,NA
"1043","123","Cracticus mentalis","Cracticus",NA,NA,NA,NA,NA,"2",NA,NA
"1044","123","Cracticus nigrogularis","Cracticus",NA,NA,NA,NA,NA,"2",NA,NA
"1045","123","Cracticus quoyi","Cracticus",NA,NA,NA,NA,NA,"2",NA,NA
"1046","123","Cracticus torquatus","Cracticus",76.8,81.3,NA,NA,NA,"2",NA,NA
"1047","116","Crateroscelis murina","Crateroscelis",NA,NA,NA,NA,NA,"2",NA,NA
"1048","116","Crateroscelis nigrorufa","Crateroscelis",NA,NA,NA,NA,NA,"2",NA,NA
"1049","116","Crateroscelis robusta","Crateroscelis",NA,NA,NA,NA,NA,"2",NA,NA
"1050","6","Crax rubra","Crax",3685,4200,NA,NA,NA,"2",NA,NA
"1051","129","Creatophora cinerea","Creatophora",71.5,74.6,NA,NA,3.2,NA,"1","0"
"1052","69","Crecopsis egregia","Crecopsis",NA,137,NA,NA,NA,NA,NA,NA
"1053","69","Crex crex","Crex",142,169,44.4,47.1,10,"2","1",NA
"1054","49","Crinifer piscator","Crinifer",NA,NA,238,223,2.5,NA,"4","1"
"1055","49","Crinifer zonurus","Crinifer",642.5,501,257,280,2.5,NA,"1","1"
"1056","136","Criniger barbatus","Criniger",40.8,44.4,NA,NA,NA,NA,NA,NA
"1057","136","Criniger calurus","Criniger",28.3,28.4,NA,NA,NA,NA,NA,NA
"1058","136","Criniger chloronotus","Criniger",NA,NA,NA,NA,NA,NA,NA,NA
"1059","136","Criniger ndussumensis","Criniger",NA,NA,NA,NA,NA,NA,NA,NA
"1060","136","Criniger olivaceus","Criniger",26.9,28.7,NA,NA,NA,NA,NA,NA
"1061","43","Crotophaga ani","Crotophaga",94.8,99.9,NA,NA,4.3,NA,NA,NA
"1062","43","Crotophaga sulcirostris","Crotophaga",70,79,135,144,4.08,"2",NA,NA
"1063","145","Cryptospiza jacksoni","Cryptospiza",NA,NA,44.3,43.2,2,NA,"1","1"
"1064","145","Cryptospiza reichenovii","Cryptospiza",13.3,13.5,39.4,38.3,4,NA,"1","1"
"1065","145","Cryptospiza salvadorii","Cryptospiza",12.8,12.2,41.9,42.8,4,NA,"1","1"
"1066","145","Cryptospiza shelleyi","Cryptospiza",18.3,19,NA,48,NA,NA,NA,"1"
"1067","5","Crypturellus boucardi","Crypturellus",468,418,NA,NA,NA,NA,NA,NA
"1068","5","Crypturellus soui","Crypturellus",235,198,NA,NA,NA,NA,NA,NA
"1069","39","Cuculus canorus","Cuculus",106,117,167,177,9.2,NA,"3","1"
"1070","39","Cuculus clamosus","Cuculus",87.4,85,146,145,NA,NA,"1","1"
"1071","39","Cuculus gularis","Cuculus",97.5,104,155,160,NA,NA,NA,"1"
"1072","39","Cuculus pallidus","Cuculus",85.6,89.5,160.6,163.4,1,NA,"2","1"
"1073","39","Cuculus poliocephalus","Cuculus",40,54.2,NA,NA,NA,NA,NA,NA
"1074","39","Cuculus rochii","Cuculus",NA,64.5,NA,NA,NA,NA,NA,NA
"1075","39","Cuculus saturatus","Cuculus",77,116,149.7,159.8,NA,NA,"3","0"
"1076","39","Cuculus solitarius","Cuculus",71.6,75.3,148,148,NA,NA,"1","1"
"1077","81","Cursorius coromandelicus","Cursorius",NA,NA,NA,NA,NA,NA,NA,NA
"1078","81","Cursorius cursor","Cursorius",128,131,59.4,60.2,2,NA,NA,NA
"1079","81","Cursorius rufus","Cursorius",NA,NA,NA,NA,1.9,NA,NA,NA
"1080","81","Cursorius temminckii","Cursorius",74.3,68.6,NA,NA,NA,NA,NA,NA
"1081","146","Cyanerpes cyaneus","Cyanerpes",14.8,13.5,NA,NA,NA,"2",NA,NA
"1082","14","Cyanochen cyanopterus","Cyanochen",1420,2180,138.5,162,NA,NA,NA,NA
"1083","123","Cyanocitta cristata","Cyanocitta",70.5,72.8,115.2,120,4.18,"2","1",NA
"1084","123","Cyanocitta stelleri","Cyanocitta",92,96,137,139,3.06,"2","1","2"
"1085","146","Cyanocompsa cyanoides","Cyanocompsa",NA,NA,NA,NA,NA,NA,NA,NA
"1086","123","Cyanocorax sanblasianus","Cyanocorax",NA,NA,NA,NA,NA,"2",NA,NA
"1087","123","Cyanocorax yncas","Cyanocorax",76.4,88.3,127.5,126,4,"2","1","2"
"1088","123","Cyanopica cyana","Cyanopica",69,73,173.4,187.1,6,NA,"3",NA
"1089","45","Cyanoramphus auriceps","Cyanoramphus",40.7,51.2,117.2,122.5,5.5,NA,NA,"1"
"1090","45","Cyanoramphus novaezelandiae","Cyanoramphus",67.9,82.1,127.2,136.2,7,"2","2","1"
"1091","45","Cyanoramphus unicolor","Cyanoramphus",133.1,167.1,138.2,135.5,5.6,"2","1","1"
"1092","45","Cyclopsitta diophthalma","Cyclopsitta",NA,37,46.5,46.3,2.5,"2",NA,"1"
"1093","82","Cyclorrhynchus psittacula","Cyclorrhynchus",285.7,292.3,NA,NA,NA,NA,NA,NA
"1094","14","Cygnus atratus","Cygnus",5100,6200,104.9,105.5,4.55,"2","1","1"
"1095","14","Cygnus buccinator","Cygnus",10300,11400,NA,NA,NA,NA,NA,NA
"1096","14","Cygnus columbianus","Cygnus",6305,7258,152,151,4,"2","1","1"
"1097","14","Cygnus cygnus","Cygnus",8750,14000,167,169,4.4,"2",NA,NA
"1098","14","Cygnus melanocorypha","Cygnus",4000,5400,NA,NA,NA,"2",NA,NA
"1099","14","Cygnus olor","Cygnus",9670,11800,211,224,5.3,"2","1","2"
"1100","48","Cynanthus latirostris","Cynanthus",3.3,3.3,28.7,30.8,2,NA,"4",NA
"1101","48","Cynanthus sordidus","Cynanthus",3.4,4.2,NA,NA,NA,NA,NA,NA
"1102","131","Cyphorhinus phaeocephalus","Cyphorhinus",NA,NA,NA,NA,NA,NA,NA,NA
"1103","46","Cypseloides niger","Cypseloides",NA,NA,NA,NA,NA,NA,NA,NA
"1104","46","Cypseloides rutilus","Cypseloides",108,106,NA,NA,NA,"2",NA,NA
"1105","10","Cyrtonyx montezumae","Cyrtonyx",179.4,191.7,58.5,58,10.6,NA,NA,"1"
"1106","35","Dacelo leachii","Dacelo",334.5,283.9,123,124,2.58,"2","3","2"
"1107","35","Dacelo novaeguineae","Dacelo",352.1,307.2,159,158,2.92,"2","3","2"
"1108","48","Damophila julie","Damophila",3.9,3.3,NA,NA,NA,NA,NA,NA
"1109","123","Daphoenositta chrysoptera","Daphoenositta",11.7,11.7,37.7,38,3,"2","1","1"
"1110","100","Daption capense","Daption",407,442,104,102,1,"2","3","0"
"1111","116","Dasyornis brachypterus","Dasyornis",40.2,40.5,97.4,108.6,2.5,"2","3","1"
"1112","116","Dasyornis broadbenti","Dasyornis",66,70.7,122.8,127.5,2,"2","1","2"
"1113","116","Dasyornis longirostris","Dasyornis",NA,NA,90.8,88.5,2,"2",NA,"2"
"1114","134","Delichon urbica","Delichon",19.7,19.4,60.4,61.1,4,"2","3","0"
"1115","8","Dendragapus canadensis","Dendragapus",424,492,NA,NA,NA,"5","1",NA
"1116","8","Dendragapus obscurus","Dendragapus",839,1273,138,169,7.1,"5","2",NA
"1117","107","Dendrocincla fuliginosa","Dendrocincla",38.6,46.6,NA,NA,NA,"2",NA,NA
"1118","17","Dendrocopos leucotos","Dendrocopos",105.5,108.5,86.5,88.6,4,NA,"3","2"
"1119","17","Dendrocopos major","Dendrocopos",89.6,89.7,85.7,87.7,5.5,NA,"3","1"
"1120","17","Dendrocopos medius","Dendrocopos",58.8,59.2,78.7,79,5.64,NA,"3","1"
"1121","17","Dendrocopos minor","Dendrocopos",22,21,52.4,51.6,5,NA,"3","1"
"1122","17","Dendrocopos syriacus","Dendrocopos",74,79.5,75.6,77.6,5.1,NA,"3","0"
"1123","13","Dendrocygna arborea","Dendrocygna",1150,NA,NA,NA,NA,NA,NA,NA
"1124","13","Dendrocygna arcuata","Dendrocygna",732,866,54.3,54.5,10.5,"2",NA,NA
"1125","13","Dendrocygna autumnalis","Dendrocygna",849,813,NA,NA,13.4,NA,NA,NA
"1126","13","Dendrocygna bicolor","Dendrocygna",690,675,49.3,51.5,13.34,"2",NA,"0"
"1127","13","Dendrocygna eytoni","Dendrocygna",792,788,70.6,69.2,11,"2","3","0"
"1128","13","Dendrocygna guttata","Dendrocygna",800,NA,NA,NA,NA,NA,NA,NA
"1129","13","Dendrocygna viduata","Dendrocygna",662,686,56.3,55.4,7.25,NA,NA,NA
"1130","146","Dendroica adelaidae","Dendroica",NA,NA,NA,NA,NA,"2",NA,NA
"1131","146","Dendroica caerulescens","Dendroica",9,9.8,48.5,51.1,3.8,"2",NA,"1"
"1132","146","Dendroica castanea","Dendroica",11.1,12.9,50,53.1,5.8,"2",NA,"0"
"1133","146","Dendroica cerulea","Dendroica",8.2,9.1,40.9,42.4,3.53,"2",NA,"2"
"1134","146","Dendroica chrysoparia","Dendroica",9.9,9.9,50.9,53.2,3.5,NA,NA,"1"
"1135","146","Dendroica coronata","Dendroica",12.2,12.9,54.2,55.2,3.86,"2","3","1"
"1136","146","Dendroica discolor","Dendroica",7.7,7.3,45.6,47.3,3.89,"3","3","1"
"1137","146","Dendroica dominica","Dendroica",9.5,9.9,49.3,49.2,4,NA,NA,"1"
"1138","146","Dendroica fusca","Dendroica",10.3,10.1,46.7,48.3,4,"2","1","1"
"1139","146","Dendroica graciae","Dendroica",7.5,8,47.5,49.5,3.2,"2","1","1"
"1140","146","Dendroica kirtlandii","Dendroica",14.2,13.7,54.8,57.6,4.63,NA,NA,"1"
"1141","146","Dendroica magnolia","Dendroica",8.4,8.8,48.2,49.3,3.96,"2","1","1"
"1142","146","Dendroica nigrescens","Dendroica",7.9,8.8,47.9,49.8,4,"2",NA,NA
"1143","146","Dendroica occidentalis","Dendroica",10.3,10.4,49.7,51.8,4.3,"2",NA,"1"
"1144","146","Dendroica palmarum","Dendroica",10.6,9.7,49,52.6,4.59,"3",NA,"1"
"1145","146","Dendroica pensylvanica","Dendroica",12,12.8,46.8,50.3,3.92,"2",NA,"2"
"1146","146","Dendroica petechia","Dendroica",9.6,10,43.3,45.1,4.41,"2","3","1"
"1147","146","Dendroica pharetra","Dendroica",NA,NA,NA,NA,NA,"2",NA,NA
"1148","146","Dendroica pinus","Dendroica",NA,NA,49,53,3.74,"2",NA,NA
"1149","146","Dendroica plumbea","Dendroica",NA,NA,NA,NA,NA,"2",NA,NA
"1150","146","Dendroica striata","Dendroica",12.7,11.9,48.4,51.3,4.32,"3",NA,NA
"1151","146","Dendroica tigrina","Dendroica",10.2,11.1,44.8,45.4,5.8,"2",NA,NA
"1152","146","Dendroica townsendi","Dendroica",8.6,9.1,49.4,51.3,5.7,NA,NA,NA
"1153","146","Dendroica virens","Dendroica",NA,NA,46,47.8,4,"2",NA,NA
"1154","146","Dendroica vitellina","Dendroica",NA,NA,NA,NA,NA,"2",NA,NA
"1155","17","Dendropicos abyssinicus","Dendropicos",NA,NA,47.7,45.5,NA,NA,NA,NA
"1156","17","Dendropicos elachus","Dendropicos",NA,19,38.3,36.2,NA,NA,NA,NA
"1157","17","Dendropicos elliotii","Dendropicos",NA,NA,65.7,66.3,NA,NA,NA,NA
"1158","17","Dendropicos fuscescens","Dendropicos",29.5,33,47.9,47.4,2.5,NA,NA,NA
"1159","17","Dendropicos gabonensis","Dendropicos",NA,NA,37,39,NA,NA,NA,NA
"1160","17","Dendropicos goertae","Dendropicos",43,48.5,60.7,57.4,3,NA,NA,NA
"1161","17","Dendropicos griseocephalus","Dendropicos",38,44,67.1,67.6,3,NA,NA,NA
"1162","17","Dendropicos namaquus","Dendropicos",NA,NA,64.3,66.3,3,NA,NA,NA
"1163","17","Dendropicos obsoletus","Dendropicos",18.6,18.6,NA,NA,NA,NA,NA,NA
"1164","17","Dendropicos poecilolaemus","Dendropicos",29.2,27,46.2,45.6,NA,NA,NA,NA
"1165","17","Dendropicos pyrrhogaster","Dendropicos",67,70,71.8,69.8,NA,NA,NA,NA
"1166","17","Dendropicos stierlingi","Dendropicos",NA,NA,47,49.6,NA,NA,NA,NA
"1167","17","Dendropicos xantholophus","Dendropicos",NA,NA,70,71,NA,NA,NA,NA
"1168","142","Dicaeum hirundinaceum","Dicaeum",NA,NA,NA,NA,NA,"2",NA,NA
"1169","142","Dicaeum pectorale","Dicaeum",NA,NA,NA,NA,NA,"2",NA,NA
"1170","123","Dicrurus adsimilis","Dicrurus",NA,NA,105,110,2.7,NA,"4","1"
"1171","123","Dicrurus atripennis","Dicrurus",38.9,39,96.4,101,2,NA,NA,"1"
"1172","123","Dicrurus bracteatus","Dicrurus",NA,NA,NA,NA,NA,"2",NA,NA
"1173","123","Dicrurus hottentottus","Dicrurus",74.5,81,NA,NA,NA,"2",NA,NA
"1174","123","Dicrurus ludwigii","Dicrurus",33.7,35.5,88.5,90,2.6,NA,NA,"2"
"1175","123","Dicrurus modestus","Dicrurus",NA,NA,113,113.5,NA,NA,"1","0"
"1176","145","Dinemellia dinemelli","Dinemellia",71.5,68.8,75.8,76.4,3.5,NA,"1","0"
"1177","100","Diomedea amsterdamensis","Diomedea",6120,6970,NA,NA,NA,NA,"1",NA
"1178","100","Diomedea bulleri","Diomedea",2780,3120,NA,NA,1,"2","1","0"
"1179","100","Diomedea cauta","Diomedea",3700,4350,218,221,1,NA,"2","0"
"1180","100","Diomedea chrysostoma","Diomedea",3870,3900,82.8,83.6,1,"2","3","0"
"1181","100","Diomedea epomophora","Diomedea",7560,8840,205.2,217.4,1,"2","3","0"
"1182","100","Diomedea exulans","Diomedea",7270,9110,215,227,1,"2","3","0"
"1183","100","Diomedea immutabilis","Diomedea",2990,3310,NA,NA,NA,NA,NA,NA
"1184","100","Diomedea irrorata","Diomedea",3040,3750,NA,NA,NA,NA,NA,NA
"1185","100","Diomedea melanophris","Diomedea",3170,3710,212.5,219.7,1,"2","3","0"
"1186","100","Diomedea nigripes","Diomedea",2990,3400,NA,NA,NA,NA,"1",NA
"1187","128","Dioptrornis brunneus","Dioptrornis",NA,NA,NA,NA,NA,NA,NA,NA
"1188","128","Dioptrornis chocolatinus","Dioptrornis",25,21.5,NA,NA,NA,NA,NA,NA
"1189","128","Dioptrornis fischeri","Dioptrornis",23.5,24.1,NA,NA,NA,NA,NA,NA
"1190","146","Dolichonyx oryzivorus","Dolichonyx",29.2,33.9,60.9,68.4,5.1,"4",NA,NA
"1191","48","Doryfera johannae","Doryfera",3.5,4.1,NA,NA,NA,NA,NA,NA
"1192","48","Doryfera ludovicae","Doryfera",5.2,6,NA,NA,NA,NA,NA,NA
"1193","3","Dromaius novaehollandiae","Dromaius",38300,32700,NA,NA,8.98,"1","1","0"
"1194","81","Dromas ardeola","Dromas",NA,NA,68.1,67.2,1,NA,NA,NA
"1195","138","Drymocichla incana","Drymocichla",10,10,52.2,54,NA,NA,NA,NA
"1196","117","Drymodes brunneopygia","Drymodes",31.1,36.8,87,96,1,"2","1","2"
"1197","117","Drymodes superciliaris","Drymodes",NA,44,96.5,101.3,2,"2","1",NA
"1198","17","Dryocopus martius","Dryocopus",255,291.3,164,162,4.8,NA,"3","2"
"1199","17","Dryocopus pileatus","Dryocopus",280.7,324.8,170,171,3.83,NA,"2","2"
"1200","123","Dryoscopus angolensis","Dryoscopus",30.7,34.9,64,63.8,NA,NA,NA,"2"
"1201","123","Dryoscopus cubla","Dryoscopus",25.4,27.1,66.7,66.7,2.5,NA,"1","2"
"1202","123","Dryoscopus gambensis","Dryoscopus",30.6,32.5,76,78.5,2,NA,NA,"2"
"1203","123","Dryoscopus pringlii","Dryoscopus",13,19.5,57.8,59.7,NA,NA,NA,"0"
"1204","123","Dryoscopus sabini","Dryoscopus",35.8,38.5,74.2,71.9,NA,NA,NA,"1"
"1205","123","Dryoscopus senegalensis","Dryoscopus",NA,34,60.2,62.5,2,NA,"2","2"
"1206","60","Ducula bicolor","Ducula",444.1,468.1,123.5,129,1,"2","3","0"
"1207","60","Ducula concinna","Ducula",NA,NA,172.1,175.3,NA,NA,NA,NA
"1208","60","Ducula spilorrhoa","Ducula",441.1,468.1,NA,NA,NA,"2",NA,NA
"1209","60","Ducula whartoni","Ducula",521.7,625,162.2,172.5,2,NA,NA,NA
"1210","129","Dumetella carolinensis","Dumetella",39.6,35.7,87.5,90.2,3.68,"2",NA,NA
"1211","91","Dupetor flavicollis","Dupetor",NA,NA,NA,NA,NA,NA,NA,NA
"1212","45","Eclectus roratus","Eclectus",560.8,561.5,153.2,163.9,2,"2","3","1"
"1213","91","Egretta ardesiaca","Egretta",NA,NA,NA,NA,2.56,NA,NA,"0"
"1214","91","Egretta caerulea","Egretta",315,364,91.1,95.7,4.04,"2",NA,NA
"1215","91","Egretta garzetta","Egretta",510,555,94,98,4.8,NA,"3","0"
"1216","91","Egretta gularis","Egretta",NA,400,NA,NA,3,NA,NA,NA
"1217","91","Egretta novaehollandiae","Egretta",521.2,599.2,NA,NA,NA,NA,NA,NA
"1218","91","Egretta rufescens","Egretta",NA,NA,106,110,2.9,NA,NA,NA
"1219","91","Egretta sacra","Egretta",NA,NA,NA,NA,NA,"2",NA,NA
"1220","91","Egretta thula","Egretta",NA,NA,NA,NA,3.64,"2",NA,NA
"1221","91","Egretta tricolor","Egretta",229,296,NA,NA,3.3,"2",NA,NA
"1222","91","Egretta vinaceigula","Egretta",NA,NA,NA,NA,NA,NA,NA,NA
"1223","105","Elaenia flavogaster","Elaenia",NA,24,NA,NA,NA,"2",NA,NA
"1224","83","Elanoides forficatus","Elanoides",612,542,356,334,2.07,NA,NA,NA
"1225","83","Elanus axillaris","Elanus",293,249,145,143,3.4,"2","4","1"
"1226","83","Elanus caeruleus","Elanus",258.5,237,118,118,3.5,NA,"3","1"
"1227","83","Elanus leucurus","Elanus",328.5,294.8,NA,NA,4.1,NA,NA,NA
"1228","83","Elanus scriptus","Elanus",343,288.6,148,148,3.37,"2","4","0"
"1229","32","Electron platyrhynchum","Electron",62,62,NA,NA,NA,"2",NA,NA
"1230","123","Elminia albicauda","Elminia",NA,NA,79.5,82.1,2,NA,NA,"2"
"1231","123","Elminia longicauda","Elminia",10.5,10,77.6,79.9,1.8,NA,"1",NA
"1232","80","Elseyornis melanops","Elseyornis",31.5,28.5,NA,NA,NA,"2","3","1"
"1233","146","Emberiza affinis","Emberiza",NA,NA,57.3,60.6,NA,NA,NA,NA
"1234","146","Emberiza aureola","Emberiza",20,22.3,53,55.4,4.34,NA,"1","1"
"1235","146","Emberiza bruniceps","Emberiza",24.2,25.3,63.3,67.2,3.56,"2","4","1"
"1236","146","Emberiza buchanani","Emberiza",20.9,21.3,66,70.4,4.5,NA,"1","1"
"1237","146","Emberiza cabanisi","Emberiza",24.8,24,66.6,72.5,2.5,NA,NA,"1"
"1238","146","Emberiza caesia","Emberiza",21,21.2,62.6,66.5,4.5,NA,NA,"0"
"1239","146","Emberiza capensis","Emberiza",22.5,20.9,63.6,67.3,2.6,NA,"4","2"
"1240","146","Emberiza cia","Emberiza",22.7,24.2,71.5,78.9,4.1,NA,"1","1"
"1241","146","Emberiza cineracea","Emberiza",24.2,24.4,69.9,75.3,4.5,NA,NA,"0"
"1242","146","Emberiza cirlus","Emberiza",23.6,23.9,67.8,70.4,4.2,"2","1","1"
"1243","146","Emberiza citrinella","Emberiza",29.5,29.9,66.9,70.2,3.464911132,"2","2","0"
"1244","146","Emberiza flaviventris","Emberiza",17.6,18.5,68.1,71.3,2.4,NA,"1","1"
"1245","146","Emberiza hortulana","Emberiza",26.1,21.4,63.5,67.8,4.5,NA,"4","1"
"1246","146","Emberiza impetuani","Emberiza",14.4,15.1,58.2,60.6,2.9,NA,NA,"1"
"1247","146","Emberiza leucocephalos","Emberiza",24.6,28.4,69.1,75,4.5,NA,"2","2"
"1248","146","Emberiza melanocephala","Emberiza",27,29.7,66.2,67.7,3.9,"2","4","1"
"1249","146","Emberiza pallasi","Emberiza",14.2,14.6,58.9,60.8,4.41,NA,"3","1"
"1250","146","Emberiza poliopleura","Emberiza",NA,NA,66.2,66.8,2.6,NA,NA,"1"
"1251","146","Emberiza pusilla","Emberiza",15.1,15.7,51.6,54.9,5.03,NA,"1","1"
"1252","146","Emberiza rustica","Emberiza",18.4,19.7,NA,NA,4.61,NA,"1","1"
"1253","146","Emberiza rutila","Emberiza",16.6,17.6,52.3,55.3,NA,NA,NA,NA
