"","Family","Species_name","Genus","F_mass","M_mass","F_tail","M_tail","Clutch_size","Mating_System","Display","Resource"
"3059","105","Pyrocephalus rubinus","Pyrocephalus",13.4,12.4,58.5,60,2.73,"2",NA,NA
"3060","123","Pyrrhocorax graculus","Pyrrhocorax",212.5,248.2,162,169,5,NA,"3","1"
"3061","123","Pyrrhocorax pyrrhocorax","Pyrrhocorax",236.3,273.2,134,144,4,NA,"3","0"
"3062","116","Pyrrholaemus brunneus","Pyrrholaemus",11.4,12.2,NA,NA,3,"2","1","2"
"3063","146","Pyrrhula pyrrhula","Pyrrhula",31.2,30.9,69.6,70.5,4.5,NA,"2","0"
"3064","145","Pytilia afra","Pytilia",16.6,16.5,35,35.7,3,NA,NA,"1"
"3065","145","Pytilia hypogrammica","Pytilia",NA,14.3,36.2,37,3.5,NA,"1","1"
"3066","145","Pytilia lineata","Pytilia",NA,NA,NA,38.7,NA,NA,"1",NA
"3067","145","Pytilia melba","Pytilia",15.4,15.5,NA,NA,NA,NA,"1",NA
"3068","145","Pytilia phoenicoptera","Pytilia",13.8,15,NA,NA,NA,NA,"1","1"
"3069","145","Quelea cardinalis","Quelea",12.9,12.5,30.1,32.2,3,NA,"1","0"
"3070","145","Quelea erythrops","Quelea",17.7,21.1,31.4,34.2,2.5,NA,"1","0"
"3071","145","Quelea quelea","Quelea",17.9,19.6,35.8,37.9,2.8,NA,"1","0"
"3072","146","Quiscalus major","Quiscalus",111.2,206.5,128.1,172.3,2.72,"4",NA,NA
"3073","146","Quiscalus mexicanus","Quiscalus",115.9,221.5,145.6,204.7,3.29,"4",NA,NA
"3074","146","Quiscalus quiscula","Quiscalus",92.2,119.6,109.3,125.5,4.8,"2",NA,NA
"3075","69","Rallina tricolor","Rallina",NA,154.5,62,67.3,5,"2","1","2"
"3076","69","Rallus aquaticus","Rallus",104,127,48.4,53,8.5,NA,"1","1"
"3077","69","Rallus caerulescens","Rallus",145,175.5,41,46,4.1,NA,NA,NA
"3078","69","Rallus elegans","Rallus",NA,NA,64.4,65.9,10.4,"2",NA,NA
"3079","69","Rallus limicola","Rallus",69.3,89.4,40.6,43.8,8.5,"2",NA,NA
"3080","69","Rallus longirostris","Rallus",209.5,269,60.8,66.6,8.65,NA,NA,NA
"3081","131","Ramphocaenus melanurus","Ramphocaenus",9.5,10.4,NA,NA,NA,NA,NA,NA
"3082","146","Ramphocelus passerinii","Ramphocelus",30.2,31.9,NA,NA,NA,"2",NA,NA
"3083","141","Ramphocoris clotbey","Ramphocoris",45,53.5,NA,NA,NA,NA,NA,NA
"3084","48","Ramphomicron microrhynchum","Ramphomicron",3.3,3.8,NA,NA,NA,NA,NA,NA
"3085","115","Ramsayornis fasciatus","Ramsayornis",12.3,13.2,49.1,49.7,2.05,NA,NA,NA
"3086","115","Ramsayornis modestus","Ramsayornis",8.5,12.6,41.8,43.5,2.09,NA,NA,"1"
"3087","80","Recurvirostra americana","Recurvirostra",309.8,323.4,NA,NA,3.78,NA,NA,NA
"3088","80","Recurvirostra andina","Recurvirostra",NA,NA,NA,NA,NA,NA,NA,NA
"3089","80","Recurvirostra avosetta","Recurvirostra",NA,NA,83.2,84.5,3.89,NA,NA,NA
"3090","80","Recurvirostra novaehollandiae","Recurvirostra",322.8,325.9,83.3,82,3.9,NA,"1","0"
"3091","135","Regulus calendula","Regulus",6.4,6.9,44.6,47.6,7.59,"2",NA,NA
"3092","135","Regulus ignicapillus","Regulus",5.4,5.8,39.2,40.7,8,NA,NA,"1"
"3093","135","Regulus regulus","Regulus",5.7,5.9,39.9,41.3,9.78,NA,NA,NA
"3094","135","Regulus satrapa","Regulus",6.1,6.3,NA,NA,7.96,"2",NA,NA
"3095","132","Remiz pendulinus","Remiz",8.7,9.6,45,46.8,7,NA,"3","0"
"3096","46","Rhaphidura sabini","Rhaphidura",19.2,19.9,45.7,45,2.5,NA,NA,NA
"3097","27","Rhinopomastus aterrimus","Rhinopomastus",NA,22.8,NA,NA,NA,NA,NA,NA
"3098","27","Rhinopomastus cyanomelas","Rhinopomastus",30.3,35,NA,NA,NA,NA,NA,NA
"3099","27","Rhinopomastus minor","Rhinopomastus",NA,28,NA,NA,NA,NA,NA,NA
"3100","81","Rhinoptilus africanus","Rhinoptilus",88,86,NA,NA,NA,NA,NA,NA
"3101","81","Rhinoptilus bitorquatus","Rhinoptilus",NA,NA,NA,NA,NA,NA,NA,NA
"3102","81","Rhinoptilus chalcopterus","Rhinoptilus",155.2,151,NA,NA,NA,NA,NA,NA
"3103","81","Rhinoptilus cinctus","Rhinoptilus",NA,125,NA,NA,NA,NA,NA,NA
"3104","123","Rhipidura albolimbata","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3105","123","Rhipidura atra","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3106","123","Rhipidura brachyrhyncha","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3107","123","Rhipidura fuliginosa","Rhipidura",7,7.3,NA,NA,NA,"2",NA,NA
"3108","123","Rhipidura hyperythra","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3109","123","Rhipidura leucophrys","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3110","123","Rhipidura leucothorax","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3111","123","Rhipidura rufidorsa","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3112","123","Rhipidura rufiventris","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3113","123","Rhipidura threnothorax","Rhipidura",NA,NA,NA,NA,NA,"2",NA,NA
"3114","146","Rhodopechys githaginea","Rhodopechys",17.7,18.6,NA,NA,NA,NA,"3","0"
"3115","146","Rhodopechys mongolica","Rhodopechys",22.4,21.4,NA,NA,NA,NA,"3","0"
"3116","146","Rhodopechys obsoleta","Rhodopechys",26.4,23.8,58.1,59.9,5,NA,"1","0"
"3117","146","Rhodopechys sanguinea","Rhodopechys",38.8,37.5,59.3,62.2,4.5,NA,"3","0"
"3118","123","Rhodophoneus cruentus","Rhodophoneus",50,54,NA,NA,NA,NA,NA,NA
"3119","48","Rhodopis vesper","Rhodopis",3,4,NA,NA,NA,NA,NA,NA
"3120","82","Rhodostethia rosea","Rhodostethia",NA,NA,122,127,NA,NA,NA,NA
"3121","45","Rhynchopsitta pachyrhyncha","Rhynchopsitta",313,337,NA,NA,2.85,NA,NA,NA
"3122","146","Rhynchostruthus socotranus","Rhynchostruthus",NA,NA,50.7,54,NA,NA,"4","1"
"3123","134","Riparia cincta","Riparia",24.6,22.3,NA,NA,NA,NA,NA,NA
"3124","134","Riparia congica","Riparia",NA,NA,NA,NA,NA,NA,NA,NA
"3125","134","Riparia paludicola","Riparia",11.9,12.4,42.1,41.5,3.5,NA,NA,NA
"3126","134","Riparia riparia","Riparia",13.6,12.7,48.3,48,4.49,"2","1","0"
"3127","82","Rissa brevirostris","Rissa",382,400,NA,NA,NA,NA,NA,NA
"3128","82","Rissa tridactyla","Rissa",393,443,122,127,2.01,"2",NA,NA
"3129","86","Rollandia rolland","Rollandia",265,232,NA,NA,NA,NA,NA,NA
"3130","75","Rostratula benghalensis","Rostratula",159,146,52.2,50.6,3.88,"1","1",NA
"3131","75","Rostratula semicollaris","Rostratula",NA,NA,NA,NA,NA,NA,NA,NA
"3132","83","Rostrhamus hamatus","Rostrhamus",426,423,NA,NA,NA,NA,NA,NA
"3133","83","Rostrhamus sociabilis","Rostrhamus",446,394,175,172,2.8,NA,NA,NA
"3134","69","Rougetius rougetii","Rougetius",NA,NA,46,49,4.7,NA,NA,NA
"3135","105","Rupicola peruviana","Rupicola",225,283,NA,NA,NA,"5",NA,NA
"3136","82","Rynchops albicollis","Rynchops",NA,NA,NA,NA,NA,NA,NA,NA
"3137","82","Rynchops flavirostris","Rynchops",164,164,117,120,1.8,NA,NA,"0"
"3138","82","Rynchops niger","Rynchops",254,349,108,120,3.5,NA,NA,NA
"3139","84","Sagittarius serpentarius","Sagittarius",3405,3809,647.5,762,1.96,NA,NA,NA
"3140","131","Salpinctes obsoletus","Salpinctes",NA,NA,52.2,53.9,5.34,NA,NA,NA
"3141","131","Salpornis spilonotus","Salpornis",NA,NA,50.3,47.7,3,NA,NA,NA
"3142","146","Saltator maximus","Saltator",NA,NA,NA,NA,NA,"2",NA,NA
"3143","14","Salvadorina waigiuensis","Salvadorina",469,462,NA,NA,NA,NA,NA,NA
"3144","48","Sappho sparganura","Sappho",4.8,5.5,NA,NA,NA,"4",NA,NA
"3145","14","Sarkidiornis melanotos","Sarkidiornis",1777,1455,110,137.7,8.5,NA,NA,NA
"3146","69","Sarothrura affinis","Sarothrura",NA,28.8,NA,NA,NA,NA,NA,NA
"3147","69","Sarothrura ayresi","Sarothrura",NA,NA,NA,NA,NA,NA,NA,NA
"3148","69","Sarothrura boehmi","Sarothrura",NA,NA,NA,NA,3.8,NA,NA,NA
"3149","69","Sarothrura elegans","Sarothrura",50.2,40.3,NA,NA,3.86,NA,NA,NA
"3150","69","Sarothrura lugens","Sarothrura",NA,NA,NA,NA,NA,NA,NA,NA
"3151","69","Sarothrura pulchra","Sarothrura",42,45.3,NA,NA,2,NA,NA,NA
"3152","69","Sarothrura rufa","Sarothrura",NA,33.8,NA,NA,3.75,NA,NA,NA
"3153","17","Sasia africana","Sasia",NA,NA,18.6,18.2,2,NA,NA,"1"
"3154","128","Saxicola bifasciata","Saxicola",33.7,37.5,NA,NA,NA,NA,NA,NA
"3155","128","Saxicola caprata","Saxicola",15.3,14.5,50.9,52.8,NA,"2",NA,NA
"3156","128","Saxicola dacotiae","Saxicola",NA,NA,45.2,45.7,4,NA,NA,NA
"3157","128","Saxicola rubetra","Saxicola",16.7,16.5,43.1,44.9,5.89,NA,"3","1"
"3158","128","Saxicola torquata","Saxicola",14.8,14.2,44.8,45.2,5.16,"2","3","2"
"3159","105","Sayornis nigricans","Sayornis",17.5,19,76.2,80.4,4.21,"2",NA,NA
"3160","105","Sayornis saya","Sayornis",NA,NA,79.4,82.5,3.98,"2",NA,NA
"3161","140","Scepomycter winifredae","Scepomycter",11,20,NA,NA,NA,NA,NA,NA
"3162","140","Schoenicola platyura","Schoenicola",NA,15.7,NA,NA,2.3,NA,"4","1"
"3163","107","Schoeniophylax phryganophila","Schoeniophylax",19.4,18.9,NA,NA,NA,"2",NA,NA
"3164","46","Schoutedenapus myoptilus","Schoutedenapus",22,NA,68,70.3,NA,NA,NA,NA
"3165","46","Schoutedenapus schoutedeni","Schoutedenapus",NA,NA,NA,NA,NA,NA,NA,NA
"3166","74","Scolopax minor","Scolopax",210.5,168.4,65,62.9,3.9,"5",NA,NA
"3167","74","Scolopax rusticola","Scolopax",313,306,83,84,3.84,NA,NA,NA
"3168","92","Scopus umbretta","Scopus",NA,NA,NA,NA,4.4,NA,NA,NA
"3169","138","Scotocerca inquieta","Scotocerca",NA,NA,46,47.6,3.5,NA,NA,"1"
"3170","51","Scotopelia bouvieri","Scotopelia",NA,NA,181,194,NA,NA,NA,NA
"3171","51","Scotopelia peli","Scotopelia",2188,NA,226,235,2,NA,NA,NA
"3172","51","Scotopelia ussheri","Scotopelia",NA,743,NA,NA,NA,NA,NA,NA
"3173","39","Scythrops novaehollandiae","Scythrops",660,708.2,262.8,266.5,2.08,NA,"1","0"
"3174","146","Seiurus aurocapillus","Seiurus",21.7,22.5,52.7,55.4,4.31,"2",NA,NA
"3175","146","Seiurus motacilla","Seiurus",20.9,20.4,50.8,51.8,4.96,NA,NA,NA
"3176","146","Seiurus noveboracensis","Seiurus",NA,NA,50,52.6,4.21,"2",NA,NA
"3177","48","Selasphorus flammula","Selasphorus",2.6,2.6,NA,NA,NA,NA,NA,NA
"3178","48","Selasphorus platycercus","Selasphorus",3.7,3.2,30.5,31.7,2,NA,NA,NA
"3179","48","Selasphorus rufus","Selasphorus",3.6,3.3,27.7,27.5,1.96,NA,NA,NA
"3180","48","Selasphorus sasin","Selasphorus",3.3,2.9,23.9,24.4,2.01,NA,NA,NA
"3181","48","Selasphorus scintilla","Selasphorus",2.3,2,NA,NA,NA,NA,NA,NA
"3182","48","Sephanoides fernandensis","Sephanoides",7,10.9,NA,NA,NA,NA,NA,NA
"3183","48","Sephanoides sephaniodes","Sephanoides",4.7,5.7,NA,NA,NA,NA,NA,NA
"3184","116","Sericornis beccarii","Sericornis",11,11.4,NA,NA,2.5,"2",NA,NA
"3185","116","Sericornis citreogularis","Sericornis",15.9,16.9,NA,NA,2.5,"2","1","1"
"3186","116","Sericornis frontalis","Sericornis",12.6,13.3,45.4,47.8,3,"2","1","2"
"3187","116","Sericornis humilis","Sericornis",17,19.6,NA,NA,2.5,NA,"1",NA
"3188","116","Sericornis keri","Sericornis",10.8,12,NA,NA,2,NA,NA,"2"
"3189","116","Sericornis magnirostris","Sericornis",9.5,9.9,NA,NA,3,"2",NA,NA
"3190","116","Sericornis nouhuysi","Sericornis",NA,NA,NA,NA,NA,"2",NA,NA
"3191","116","Sericornis papuensis","Sericornis",NA,NA,NA,NA,NA,"2",NA,NA
"3192","116","Sericornis perspicillatus","Sericornis",NA,NA,NA,NA,NA,"2",NA,NA
"3193","116","Sericornis spilodera","Sericornis",NA,NA,NA,NA,NA,"2",NA,NA
"3194","113","Sericulus chrysocephalus","Sericulus",NA,NA,NA,NA,NA,"5",NA,NA
"3195","146","Serinus alario","Serinus",NA,NA,NA,NA,NA,NA,NA,NA
"3196","146","Serinus albogularis","Serinus",NA,NA,52.9,55.7,3.3,NA,NA,"1"
"3197","146","Serinus ankoberensis","Serinus",NA,14.9,NA,NA,NA,NA,NA,NA
"3198","146","Serinus atrogularis","Serinus",NA,NA,41.3,44.3,3,NA,"4","1"
"3199","146","Serinus buchanani","Serinus",NA,NA,58,62.8,NA,NA,NA,"1"
"3200","146","Serinus burtoni","Serinus",33,NA,65.8,68.5,2,NA,NA,"1"
"3201","146","Serinus canaria","Serinus",15.3,15.2,57.4,59,3.81,"2","3","0"
"3202","146","Serinus canicollis","Serinus",NA,NA,52.3,56,3.2,NA,"4","1"
"3203","146","Serinus capistratus","Serinus",NA,NA,40.4,42.1,NA,NA,NA,"1"
"3204","146","Serinus citrinella","Serinus",NA,13.3,53.8,54.4,4.45,NA,"3","1"
"3205","146","Serinus citrinelloides","Serinus",12.5,12.9,46.3,46.8,2.4,NA,NA,"0"
"3206","146","Serinus citrinipectus","Serinus",11.4,11.4,37.4,38.1,3.5,NA,"1","1"
"3207","146","Serinus donaldsoni","Serinus",23.3,23.5,59.8,62,2,NA,NA,"1"
"3208","146","Serinus dorsostriatus","Serinus",NA,NA,47.3,48,3,NA,NA,"1"
"3209","146","Serinus flaviventris","Serinus",16.5,17.5,53,52.3,3.5,NA,"4","1"
"3210","146","Serinus frontalis","Serinus",12,12,45.8,45.9,NA,NA,NA,"1"
"3211","146","Serinus gularis","Serinus",15.9,15.2,52,52.8,2.3,NA,"4","0"
"3212","146","Serinus hypostictus","Serinus",12.9,13.1,45.4,46.8,NA,NA,NA,NA
"3213","146","Serinus koliensis","Serinus",14.4,13.3,48,45.3,1.5,NA,NA,"1"
"3214","146","Serinus leucolaema","Serinus",NA,NA,NA,NA,NA,NA,NA,NA
"3215","146","Serinus leucopterus","Serinus",NA,NA,NA,NA,3,NA,"1","1"
"3216","146","Serinus leucopygius","Serinus",NA,10.8,40.8,40.4,3,NA,NA,"1"
"3217","146","Serinus melanochrous","Serinus",NA,NA,65,66.7,NA,NA,NA,"0"
"3218","146","Serinus mennelli","Serinus",NA,NA,52.4,54.1,3,NA,"3","1"
"3219","146","Serinus mozambicus","Serinus",12.9,12.9,40.2,39.3,3,NA,"4","0"
"3220","146","Serinus nigriceps","Serinus",NA,NA,52,54.2,2.5,NA,NA,"1"
"3221","146","Serinus pusillus","Serinus",12,11.7,53.2,55.7,4.25,NA,"3","0"
"3222","146","Serinus reichardi","Serinus",NA,NA,50.9,53.7,3,NA,"4","0"
"3223","146","Serinus reichenowi","Serinus",NA,NA,42,41.2,3,NA,NA,"1"
"3224","146","Serinus rufobrunneus","Serinus",30.3,30.3,44.5,46,2.5,NA,NA,"1"
"3225","146","Serinus scotops","Serinus",15.1,15.3,50.6,52.2,3,NA,NA,"1"
"3226","146","Serinus serinus","Serinus",12.3,11.6,48.1,50.6,3.7,NA,"4","1"
"3227","146","Serinus striolatus","Serinus",NA,NA,59.1,62.1,3,NA,NA,"2"
"3228","146","Serinus sulphuratus","Serinus",18.2,18.2,53.3,57.6,2.7,NA,NA,"1"
"3229","146","Serinus symonsi","Serinus",NA,NA,NA,NA,NA,NA,NA,NA
"3230","146","Serinus syriacus","Serinus",11,12,53.4,55.2,4,NA,"1","0"
"3231","146","Serinus totta","Serinus",13,13.5,NA,NA,NA,NA,NA,NA
"3232","146","Serinus tristriatus","Serinus",NA,NA,54.8,55.8,3,NA,"1","1"
"3233","146","Serinus whytii","Serinus",NA,NA,61,60.4,NA,NA,NA,NA
"3234","146","Serinus xanthopygius","Serinus",NA,NA,49,49.3,NA,NA,"1",NA
"3235","146","Setophaga ruticilla","Setophaga",8.7,8.6,54.1,55.1,3.89,"2",NA,NA
"3236","128","Sheppardia aequatorialis","Sheppardia",14.5,14.9,NA,NA,NA,NA,NA,NA
"3237","128","Sheppardia bocagei","Sheppardia",NA,17.5,NA,NA,NA,NA,NA,NA
"3238","128","Sheppardia cyornithopsis","Sheppardia",17.3,19.6,NA,NA,NA,NA,NA,NA
"3239","128","Sheppardia gunningi","Sheppardia",16.7,18,NA,NA,NA,NA,NA,NA
"3240","128","Sheppardia lowei","Sheppardia",17.5,19.3,NA,NA,NA,NA,NA,NA
"3241","128","Sheppardia montana","Sheppardia",21.3,24.2,NA,NA,NA,NA,NA,NA
"3242","128","Sheppardia sharpei","Sheppardia",12.7,14.8,NA,NA,NA,NA,NA,NA
"3243","128","Sialia currucoides","Sialia",NA,NA,70.9,73.1,5.52,"2",NA,NA
"3244","128","Sialia mexicana","Sialia",27.1,25.8,64.8,68.9,5.06,"2",NA,NA
"3245","128","Sialia sialis","Sialia",NA,27.9,NA,NA,4.4,"2",NA,NA
"3246","146","Sicalis flaveola","Sicalis",17.4,20.9,NA,NA,NA,NA,NA,NA
"3247","128","Sigelus silens","Sigelus",26.9,25.6,NA,NA,NA,NA,NA,NA
"3248","130","Sitta canadensis","Sitta",10,11,35.7,36.3,5.78,"2",NA,NA
"3249","130","Sitta carolinensis","Sitta",NA,NA,NA,47.3,7.3,"2",NA,NA
"3250","130","Sitta europaea","Sitta",23.5,24.3,44.9,46.3,8.3,NA,"4","2"
"3251","130","Sitta krueperi","Sitta",NA,12.5,36.1,37.8,5.5,NA,NA,"2"
"3252","130","Sitta ledanti","Sitta",16.5,18,NA,NA,NA,NA,NA,"2"
"3253","130","Sitta neumayer","Sitta",33,31.5,45.1,46.8,9,NA,"2","2"
"3254","130","Sitta pusilla","Sitta",12.2,10.1,30.5,30.8,5.04,"2",NA,NA
"3255","130","Sitta pygmaea","Sitta",10.5,10.3,29.4,29.8,7.08,"2",NA,NA
"3256","130","Sitta tephronota","Sitta",35.7,34.8,49.4,51.6,6.5,NA,NA,NA
"3257","130","Sitta whiteheadi","Sitta",11.8,NA,38.2,39.7,6,NA,NA,"2"
"3258","116","Smicrornis brevirostris","Smicrornis",6.2,6,35,35,3,"2","1","1"
"3259","103","Smithornis capensis","Smithornis",NA,NA,NA,NA,NA,NA,NA,NA
"3260","103","Smithornis rufolateralis","Smithornis",17.7,20.5,NA,NA,NA,NA,NA,NA
"3261","103","Smithornis sharpei","Smithornis",NA,NA,NA,NA,NA,NA,NA,NA
"3262","14","Somateria fischeri","Somateria",1304,1432,NA,NA,NA,NA,NA,NA
"3263","14","Somateria mollissima","Somateria",1915,2218,94.7,96,3.06,"2",NA,NA
"3264","14","Somateria spectabilis","Somateria",1567,1668,79.2,82.8,4.5,NA,NA,NA
"3265","129","Speculipastor bicolor","Speculipastor",61,67.5,74.4,74.6,4,NA,NA,"0"
"3266","139","Speirops brunneus","Speirops",NA,NA,NA,NA,NA,NA,NA,"0"
"3267","139","Speirops leucophoeus","Speirops",NA,NA,46.7,46.1,2,NA,NA,"1"
"3268","139","Speirops lugubris","Speirops",NA,NA,45.8,46.5,2.5,NA,NA,NA
"3269","139","Speirops melanocephalus","Speirops",NA,NA,40.1,42,NA,NA,NA,NA
"3270","51","Speotyto cunicularia","Speotyto",156.1,146.3,NA,NA,NA,NA,NA,NA
"3271","145","Spermophaga haematina","Spermophaga",21.9,22.5,54.3,54.5,4,NA,"1","2"
"3272","145","Spermophaga poliogenys","Spermophaga",NA,NA,58,54,3,NA,NA,NA
"3273","145","Spermophaga ruficapilla","Spermophaga",23.2,24.1,54.6,56.7,2.5,NA,"1","2"
"3274","123","Sphecotheres viridis","Sphecotheres",NA,NA,NA,NA,NA,"2",NA,NA
"3275","98","Spheniscus demersus","Spheniscus",3200,3600,NA,NA,2,NA,NA,NA
"3276","98","Spheniscus magellanicus","Spheniscus",3770,4470,31.6,30.5,NA,NA,"1",NA
"3277","140","Sphenoeacus afer","Sphenoeacus",31.4,30.3,98.5,101,2,NA,NA,"2"
"3278","17","Sphyrapicus nuchalis","Sphyrapicus",49.2,50.5,76.7,74.5,4.8,NA,"1","0"
"3279","17","Sphyrapicus ruber","Sphyrapicus",57.7,58.3,81.5,78.9,4.69,NA,"1","0"
"3280","17","Sphyrapicus thyroideus","Sphyrapicus",47.6,47.6,84.1,83.2,4.77,NA,"4","1"
"3281","17","Sphyrapicus varius","Sphyrapicus",NA,NA,71.7,72.5,4.79,"2",NA,NA
"3282","138","Spiloptila clamans","Spiloptila",NA,NA,49.3,57,3.5,NA,NA,"1"
"3283","146","Spiza americana","Spiza",25.2,28.5,50.9,57,4.02,"4",NA,NA
"3284","83","Spizaetus africanus","Spizaetus",1153,993.5,229,229.5,NA,NA,NA,NA
"3285","83","Spizaetus ornatus","Spizaetus",1440,1035,NA,NA,NA,NA,NA,NA
"3286","146","Spizella arborea","Spizella",17.1,18.6,63.9,65.1,4.96,"2",NA,NA
"3287","146","Spizella atrogularis","Spizella",11.2,11.2,68.8,70.3,3.44,"2",NA,NA
"3288","146","Spizella breweri","Spizella",9,8.9,62.1,62.6,3.08,"2",NA,NA
"3289","146","Spizella pallida","Spizella",12.2,11.7,NA,NA,4.04,"2",NA,NA
"3290","146","Spizella passerina","Spizella",13.4,12.1,58.8,62.3,3.7,"3",NA,NA
"3291","146","Spizella pusilla","Spizella",13,13.2,59.7,62.1,3.75,"3",NA,NA
"3292","85","Spiziapteryx circumcinctus","Spiziapteryx",186.8,149.5,NA,NA,NA,NA,NA,NA
"3293","141","Spizocorys conirostris","Spizocorys",14.6,14,NA,NA,NA,NA,NA,NA
"3294","141","Spizocorys fringillaris","Spizocorys",20.5,17.9,NA,NA,NA,NA,NA,NA
"3295","141","Spizocorys obbiensis","Spizocorys",12.3,14.8,NA,NA,NA,NA,NA,NA
"3296","141","Spizocorys personata","Spizocorys",NA,NA,NA,NA,NA,NA,NA,NA
"3297","141","Spizocorys sclateri","Spizocorys",NA,21,NA,NA,NA,NA,NA,NA
"3298","146","Sporophila torqueola","Sporophila",NA,NA,NA,NA,3.27,NA,NA,NA
"3299","145","Sporopipes frontalis","Sporopipes",NA,16,45.7,45.4,3,NA,"1","1"
"3300","145","Sporopipes squamifrons","Sporopipes",NA,11.3,39.9,40,4.1,NA,"1","1"
"3301","129","Spreo albicapillus","Spreo",NA,NA,114.5,116,4.5,NA,NA,"0"
"3302","129","Spreo bicolor","Spreo",102,105,97,100,4.2,NA,"4","0"
"3303","129","Spreo fischeri","Spreo",NA,51,NA,NA,NA,NA,NA,NA
"3304","19","Stactolaema anchietae","Stactolaema",48,43.4,51.1,50.8,4.5,NA,NA,NA
"3305","19","Stactolaema leucotis","Stactolaema",63,NA,52.6,52.1,4,NA,NA,NA
"3306","19","Stactolaema olivacea","Stactolaema",50.1,49,47.2,47.2,4.5,NA,NA,NA
"3307","19","Stactolaema whytii","Stactolaema",55.7,53.3,54.4,55,NA,NA,NA,NA
"3308","145","Stagonopleura bella","Stagonopleura",NA,NA,NA,NA,NA,"2",NA,NA
"3309","145","Stagonopleura guttata","Stagonopleura",NA,NA,NA,NA,NA,"2",NA,NA
"3310","145","Stagonopleura oculata","Stagonopleura",NA,NA,NA,NA,NA,"2",NA,NA
"3311","74","Steganopus tricolor","Steganopus",68.1,50.2,NA,NA,NA,"1",NA,NA
"3312","134","Stelgidopteryx serripennis","Stelgidopteryx",13.3,14.5,45.7,47.6,6.11,NA,NA,NA
"3313","48","Stellula calliope","Stellula",2.9,2.7,21.8,20.2,2,NA,NA,NA
"3314","140","Stenostira scita","Stenostira",NA,NA,50.3,49,2.3,NA,NA,"1"
"3315","83","Stephanoaetus coronatus","Stephanoaetus",3514,3760,347.5,315,1.62,NA,NA,NA
"3316","82","Stercorarius longicaudus","Stercorarius",307.2,269.9,111,112,1.77,"2",NA,NA
"3317","82","Stercorarius parasiticus","Stercorarius",408,361,201.3,202.7,1.87,"2",NA,NA
"3318","82","Stercorarius pomarinus","Stercorarius",740,648,179,202,1.96,"2",NA,NA
"3319","82","Sterna acuticauda","Sterna",NA,NA,NA,NA,NA,NA,NA,NA
"3320","82","Sterna albifrons","Sterna",55,60,90.5,101.9,2.2,NA,"5","0"
"3321","82","Sterna aleutica","Sterna",NA,NA,86.7,92.7,1.74,NA,NA,NA
"3322","82","Sterna anaethetus","Sterna",NA,NA,139.2,138,1,"2","4","0"
"3323","82","Sterna antillarum","Sterna",49.3,46.9,NA,69.8,2,NA,NA,NA
"3324","82","Sterna aurantia","Sterna",NA,NA,NA,NA,NA,NA,NA,NA
"3325","82","Sterna balaenarum","Sterna",NA,NA,NA,NA,1,NA,NA,NA
"3326","82","Sterna bergii","Sterna",241.7,305.7,162.6,171.6,1,"2","3","0"
"3327","82","Sterna caspia","Sterna",588,680,132,131,2.35,NA,"4","0"
"3328","82","Sterna dougallii","Sterna",NA,NA,187.6,187.6,1.52,NA,"4","0"
"3329","82","Sterna elegans","Sterna",NA,NA,159.6,155.2,1.03,NA,NA,NA
"3330","82","Sterna fuscata","Sterna",NA,NA,201.5,201.9,1,"2","4","0"
"3331","82","Sterna hirundo","Sterna",126,124,147.3,147.3,2.52,"2","3","0"
"3332","82","Sterna nereis","Sterna",72.4,72.2,82,91,1.77,NA,"3","0"
"3333","82","Sterna paradisaea","Sterna",117,112,98.7,105.3,1.7,"2","3","0"
"3334","82","Sterna repressa","Sterna",NA,NA,136,142,2,NA,"3","0"
"3335","82","Sterna sandvicensis","Sterna",NA,NA,73.2,73.9,1.21,NA,"3","0"
"3336","82","Sterna saundersi","Sterna",NA,NA,66,76,2,NA,NA,NA
"3337","82","Sterna striata","Sterna",131.9,125.8,184.3,182.7,1.09,"2","3","0"
"3338","82","Sterna sumatrana","Sterna",106,106,137,125.8,1.58,"2","4","1"
"3339","14","Stictonetta naevosa","Stictonetta",842,969,66.3,68.8,6,"2","1","0"
"3340","81","Stiltia isabella","Stiltia",65,66,57.8,58.7,1.9,"2","1","0"
"3341","128","Stiphrornis erythrothorax","Stiphrornis",14.5,14.9,NA,NA,NA,NA,NA,NA
"3342","114","Stipiturus malachurus","Stipiturus",7.8,7.7,107.6,113.3,3,NA,"1","2"
"3343","114","Stipiturus mallee","Stipiturus",NA,5.5,79.3,85.1,3,NA,"1","1"
"3344","114","Stipiturus ruficeps","Stipiturus",4.8,5.1,68.5,74.7,2.5,NA,"1","2"
"3345","60","Streptopelia capicola","Streptopelia",NA,NA,NA,NA,1.91,NA,NA,NA
"3346","60","Streptopelia chinensis","Streptopelia",157.2,163.6,136.2,141.3,1.87,"2","4",NA
